investment_id,investor_name,limited_partnter_name,commitments
511,Amplify.LA,Oded Noy,1.0
512,Amplify.LA,Paige Craig,1.0
513,Amplify.LA,Paul Bricault,1.0
514,Amplify.LA,Piotr Szulczewski,1.0
515,Amplify.LA,PTK Capital,
516,Amplify.LA,Richard Wolpert,1.0
517,Amplify.LA,Rick Barry,2.0
518,Amplify.LA,Rick Merrill,
519,Amplify.LA,Robert Glaser,2.0
520,Amplify.LA,Robert Jadon,1.0
521,Amplify.LA,Robert Norton,1.0
522,Amplify.LA,Ronald Burkle,1.0
523,Amplify.LA,Rustic Canyon Partners,1.0
524,Amplify.LA,Sam Englebardt,1.0
525,Amplify.LA,Scott Mueller,1.0
526,Amplify.LA,Scott Siegler,1.0
527,Amplify.LA,Steve & David Dembitzer	 ,1.0
528,Amplify.LA,Susan M. Gretchko,2.0
529,Amplify.LA,Ted Meisel,1.0
530,Amplify.LA,Thomas McInerney,
531,Amplify.LA,Timothy Draper,1.0
532,Amplify.LA,Timothy Komada,1.0
533,Amplify.LA,Todd Morley,1.0
534,Amplify.LA,TomorrowVentures	,1.0
535,Amplify.LA,Trevor Neilson,1.0
536,Amplify.LA,Vincent Smith,1.0
537,Amplify.LA,Wavemaker Partners	,2.0
538,Angel Ventures Mexico,Banco de Comercio Exterior de Colombia        ,1.0
539,Angel Ventures Mexico,Capria Ventures (Seattle)       ,1.0
540,Angel Ventures Mexico,Fondo de Fondos,2.0
541,Angel Ventures Mexico,Inter-American Development Bank        ,2.0
542,Angel Ventures Mexico,Korea Venture Investment,1.0
543,Angel Ventures Mexico,Nacional Financiera        ,2.0
544,Angel Ventures Mexico,Nestl¨¦,1.0
545,Angular Ventures,Cendana Capital        ,
546,Ankona Capital,Sea Purity Investments,
547,AQC Capital,Caisse de d¨¦p?t et placement du Qu¨¦bec        ,2.0
548,AQC Capital,Finalta Capital,1.0
549,AQC Capital,Fondaction,1.0
550,AQC Capital,Fonds de solidarit¨¦ FTQ        ,2.0
551,AQC Capital,Government of Quebec        ,1.0
552,AQC Capital,Investissement Qu¨¦bec        ,2.0
553,AQC Capital,Teralys Capital,1.0
554,Arborview Capital,ARB,
555,Arborview Capital,ImpactAssets,1.0
556,Arctaris Capital Partners,Erie Insurance,1.0
557,Arctaris Capital Partners,Herrick Foundation,2.0
558,Arctaris Capital Partners,ProCentury Insurance Company,1.0
559,Aspenwood Ventures,Andrew W. Mellon Foundation,4.0
560,Aspenwood Ventures,BSS Retirement Plan For Bargained Employees	,
561,Aspenwood Ventures,DeA Capital,3.0
562,Aspenwood Ventures,FLAG Capital Management,2.0
563,Aspenwood Ventures,HarbourVest Partners	,1.0
564,Aspenwood Ventures,Henderson Equity Partners	,1.0
565,Aspenwood Ventures,HQ Capital,1.0
566,Aspenwood Ventures,IBM Personal Pension Plan	,1.0
567,Aspenwood Ventures,John Deere Pension Plan For Salaried Employees	,4.0
568,Aspenwood Ventures,Knightsbridge Advisers	,4.0
569,Aspenwood Ventures,Lucent Technologies Pension Plan	,1.0
570,Aspenwood Ventures,NG DB MT Alternative Investments Fund,3.0
571,Aspenwood Ventures,NG DB MT Equity Fund,2.0
572,Aspenwood Ventures,Northrop Grumman Pension Plan,3.0
573,Aspenwood Ventures,Pension Benefit Guaranty,3.0
574,Aspenwood Ventures,Princeton University Investment Company	,1.0
575,Aspenwood Ventures,Regents of the University of California	,1.0
576,Aspenwood Ventures,Robert Wood Johnson Foundation	,1.0
577,Aspenwood Ventures,San Diego City Employees' Retirement System	,1.0
578,Aspenwood Ventures,Schroders Capital,1.0
579,Aspenwood Ventures,Strathclyde Pension Fund	,1.0
580,Aspenwood Ventures,The Boeing Company Employee Retirement Plans Master Trust,1.0
581,Aspenwood Ventures,Utah Capital Investment	,1.0
582,Aspenwood Ventures,Wellcome Trust,2.0
583,Asset Management Ventures,Ford,
584,Asset Management Ventures,Ford Motor Company Master Trust Fund,1.0
585,Asset Management Ventures,Ford Motor Company Trust Fund Private Equity,2.0
586,Astia,MasterCard,1.0
587,Astia,Priya Mathur,1.0
588,Better Ventures,Abacus Wealth Partners,1.0
589,Better Ventures,Bradley Feld,1.0
590,Better Ventures,KL Felicitas Foundation,1.0
591,Better Ventures,Propel Capital Network,1.0
592,Better Ventures,Schmidt Family Foundation,1.0
593,Better Ventures,Treehouse Investments        ,1.0
594,Better Ventures,W. K. Kellogg Foundation        ,1.0
595,Blue Heron Capital,Symark,
596,Blue like an Orange Sustainable Capital,AXA,
597,Blue like an Orange Sustainable Capital,BNP Paribas Cardif,
598,Blue like an Orange Sustainable Capital,CNP Assurances,
599,Blue like an Orange Sustainable Capital,Groupe MACSF,
600,Blue like an Orange Sustainable Capital,HSBC Holdings,
601,Blue like an Orange Sustainable Capital,IDB Invest,1.0
602,Blue Pine Partners,S & G Foundation,1.0
603,Borealis Ventures,State Small Business Credit Initiative,1.0
604,Bow Capital,Regents of the University of California,1.0
605,Breakwater Management,East West Bancorp,1.0
606,Brick & Mortar Ventures,Ardex,1.0
607,Brick & Mortar Ventures,Autodesk,1.0
608,Brick & Mortar Ventures,CEMEX SAB de (Western Germany Operations)	,1.0
609,Brick & Mortar Ventures,Dysruptek,1.0
610,Brick & Mortar Ventures,Ferguson Ventures	,1.0
611,Brick & Mortar Ventures,FMI,1.0
612,Brick & Mortar Ventures,Glodon,1.0
613,Brick & Mortar Ventures,Haskell,
614,Brick & Mortar Ventures,Haskell (US),1.0
615,Brick & Mortar Ventures,Hilti,1.0
616,Brick & Mortar Ventures,Obayashi,1.0
617,Brick & Mortar Ventures,Sidewalk Labs,1.0
618,Brick & Mortar Ventures,United Rentals,1.0
619,Brightstone Venture Capital,Jeffrey Cowan,2.0
620,Brightstone Venture Capital,Manitou Fund,1.0
621,Brightstone Venture Capital,Space Center Ventures       ,2.0
622,Caduceus Capital Partners,National Frozen Foods Corporation Employees' Pension Plan        ,1.0
623,Cantos Ventures,Magic Fund,
624,Capital Markets Trading,Red Devil Investors        ,1.0
625,CapRidge Partners,H-E-B Brand Savings & Retirement Plan        ,1.0
626,CapRidge Partners,RGK Foundation,1.0
627,Carson Private Capital,Beacon Aviation Insurance Services,4.0
628,Carson Private Capital,David Weekley Family Foundation,6.0
629,Carson Private Capital,Exelon Corporation Retirement Program        ,1.0
630,Carson Private Capital,Exelon Corp Pension Master Trust - CEG Alternative        ,1.0
631,Carson Private Capital,Still Water Foundation        ,3.0
632,Carson Private Capital,The Karakin Foundation,3.0
633,Cascade Seed Fund,Oregon Community Foundation,2.0
634,Cascade Seed Fund,State of Oregon,2.0
635,Cascade Seed Fund,U.S. Bancorp,2.0
636,CerraCap Ventures,IIFL Wealth Management        ,1.0
637,CerraCap Ventures,Kevin Durant,1.0
638,CerraCap Ventures,New Mexico State Investment Council,1.0
639,CerraCap Ventures,Sea Purity Investments,
640,Cintrifuse,AAA Club Alliance,1.0
641,Cintrifuse,American Financial Group,1.0
642,Cintrifuse,Castellini Group of Companies,1.0
643,Cintrifuse,Cincinnati Bell,1.0
644,Cintrifuse,Cincinnati Children's Hospital Medical Center,2.0
645,Cintrifuse,Cincinnati Financial,1.0
646,Cintrifuse,Duke Energy,1.0
647,Cintrifuse,Duke Energy Corporation Master Trust	,1.0
648,Cintrifuse,Great American Insurance Company,2.0
649,Cintrifuse,Great American Life Insurance,1.0
650,Cintrifuse,Jewish Foundation of Cincinnati	,1.0
651,Cintrifuse,Kroger Co. Foundatioin,1.0
652,Cintrifuse,Messer Financial Group,1.0
653,Cintrifuse,Michelman,1.0
654,Cintrifuse,Northern Kentucky University Foundation,1.0
655,Cintrifuse,Procter and Gamble Master Retirement Plan,2.0
656,Cintrifuse,Standard Textile,1.0
657,Cintrifuse,The E.W. Scripps,1.0
658,Cintrifuse,The Greater Cincinnati Foundation,1.0
659,Cintrifuse,The J.M. Smucker Co.,1.0
660,Cintrifuse,The Kroger Company Defined Contribution Plan Master Trust,1.0
661,Cintrifuse,The Kroger Company Master Retirement Trust,
662,Cintrifuse,The Western and Southern Life Insurance Company,2.0
663,Cintrifuse,University of Cincinnati Endowment	,1.0
664,CircleUp Network,Cambridge Associates        ,1.0
665,CircleUp Network,Deva Finger,1.0
666,CircleUp Network,Euclidean Capital,1.0
667,CircleUp Network,Gigi Lee Chang,1.0
668,CircleUp Network,John Foraker,1.0
669,CircleUp Network,Kenneth Kroner,1.0
670,CircleUp Network,Temasek Holdings  ,1.0
671,CircleUp Network,Tevya Finger,1.0
672,Circumference Group,Arkansas Teacher Retirement System        ,1.0
673,Citymark Capital,Santa Barbara County Employees Retirement System,1.0
674,Claritas Capital,A.G. Hill Partners,1.0
675,CMT Digital,Red Devil Investors        ,1.0
676,Cofounders Capital,Kommunal Landspensjonskasse        ,2.0
677,Colbeck Capital Management,BAE Systems Pension Scheme        ,2.0
678,Colbeck Capital Management,Lancashire County Council Pension Fund        ,1.0
679,Colbeck Capital Management,London Pensions Fund Authority,1.0
680,Colbeck Capital Management,West Yorkshire Pension Fund,2.0
681,Compound,BluePointe Ventures,
682,Compound,Edward Zimmerman        ,
683,Compound,HDS Capital,
684,Compound,Morris Wheeler,
685,Compound,Nihal Mehta,
686,Compound,On Grid Ventures,
687,Compound,The Roche Retirement Plan        ,1.0
688,Conscious Venture Lab,ImpactAssets,1.0
689,Contrary Capital,Arkansas Teacher Retirement System        ,1.0
690,Cortado Ventures,Chuck Duginski,1.0
691,Cortado Ventures,David Rainbolt,1.0
692,Cortado Ventures,Everett Dobson,1.0
693,Crescent Fund,Ventura County Employees' Retirement Association,1.0
694,Crescent Fund,WHX Pension Plan Trust,1.0
695,CSV Capital Partners,C.M. Life Insurance Company,1.0
696,CSV Capital Partners,Jacobs Capital Group        ,
697,CSV Capital Partners,MassMutual Financial Group        ,1.0
698,Cue Ball,The Klarman Family Foundation        ,1.0
699,Current Yield with Participation Fund,Rezon8 Capital & Advisory Group,
700,Dallas Venture Capital,Welch Foods Pension Plan Trust,1.0
701,Dalus Capital,Draper Venture Network        ,
702,Dalus Capital,El Fondo Nacional de Pensiones de los Trabajadores al Servicio del Estado,1.0
703,Decibel Partners,Cisco Investments        ,1.0
704,Dev Equity,U.S. International Development Finance Corporation        ,1.0
705,Diagram Ventures,Adam D'Angelo,1.0
706,Diagram Ventures,Andrew Chisholm,1.0
707,Diagram Ventures,Angela Strange,1.0
708,Diagram Ventures,Anthony Lacavera,1.0
709,Diagram Ventures,Bruce Heyman,1.0
710,Diagram Ventures,Charles Goldman,1.0
711,Diagram Ventures,Henri de Castries,1.0
712,Diagram Ventures,Joseph Lonsdale,1.0
713,Diagram Ventures,Nadir Mohamed,1.0
714,Diagram Ventures,Portage Ventures,2.0
715,Diagram Ventures,Ryan Holmes,1.0
716,DILACapital,IDB Lab,
717,DILACapital,The Pool,
718,E14 Fund Management,Shanda Group,
719,E14 Fund Management,Sierra Ventures,
720,Earthshot Ventures,Christopher Cox,1.0
721,Earthshot Ventures,Emerson Collective,1.0
722,Earthshot Ventures,Employees' Retirement System of the State of Hawaii,1.0
723,Earthshot Ventures,Impact Engine,1.0
724,Earthshot Ventures,John Doerr,1.0
725,Earthshot Ventures,McKinley Capital Management        ,1.0
726,Earthshot Ventures,Microsoft,1.0
727,Earthshot Ventures,Stafford Capital Partners        ,1.0
728,Earthshot Ventures,Thomas Steyer,1.0
729,Elevar Equity,Blue Haven Initiative        ,1.0
730,Elevar Equity,Crystal Springs Foundation,2.0
731,Elevar Equity,General Service Foundation,1.0
732,Elevar Equity,JPMorgan Chase,1.0
733,Elevar Equity,Oblate International Pastoral Investment Trust,1.0
734,Elevar Equity,Prudential Financial        ,1.0
735,Elevar Equity,Rockefeller Brothers Fund,1.0
736,Elevar Equity,Rockefeller Foundation        ,1.0
737,Elevar Equity,Sorenson Impact Foundation        ,
738,Elevar Equity,The Prudential Insurance Company of America,1.0
739,Elevar Equity,Treehouse Investments        ,1.0
740,Elevate Ventures,State Small Business Credit Initiative        ,2.0
741,Encourage Capital,Capricorn Investment Group        ,1.0
742,Encourage Capital,David And Lucile Packard Foundation        ,1.0
743,Encourage Capital,John D. and Catherine T. MacArthur Foundation	,1.0
744,Encourage Capital,KfW Group,1.0
745,Encourage Capital,KL Felicitas Foundation        ,1.0
746,Encourage Capital,The Grantham Foundation        ,1.0
747,Encourage Capital,The Sant Foundation        ,1.0
748,Endeavor Catalyst,ImpactAssets,3.0
749,Endeavor Catalyst,Propel Capital Net,2.0
750,Endeavor Catalyst,The Innovative Startups and SMEs Fund,1.0
751,Energy Transition Ventures,GS Futures,
752,EnerTech Capital,Alberta Enterprise,1.0
753,EnerTech Capital,BDC Capital,
754,EnerTech Capital,Business Development Bank of Canada        ,1.0
755,EnerTech Capital,California Public Employees' Retirement System,1.0
756,EnerTech Capital,Chevron Technology Ventures        ,
757,EnerTech Capital,Dyson Foundation,2.0
758,EnerTech Capital,ENGIE North America,1.0
759,EnerTech Capital,Export Development Canada        ,1.0
760,EnerTech Capital,Masdar Capital,1.0
761,EnerTech Capital,National Life Insurance Company,1.0
762,EnerTech Capital,Partners Group,1.0
763,EnerTech Capital,Partners Group Private Equity Performance Holding        ,1.0
764,EnerTech Capital,Princess Private Equity Holding        ,1.0
765,EnerTech Capital,Southern Ute Alternative Energy,1.0
766,EnerTech Capital,Teralys Capital,
767,Eutopia,European Investment Fund,1.0
768,Farol Asset Management,Allegheny County Retirement System        ,1.0
769,Farol Asset Management,Chicago Teachers' Pension Fund,2.0
770,Farol Asset Management,New York State Common Retirement Fund        ,2.0
771,First Ascent Ventures,AGF Management,1.0
772,First Ascent Ventures,BDC Capital,2.0
773,First Ascent Ventures,CDP Investissements,2.0
774,First Ascent Ventures,Export Development Canada,1.0
775,First Ascent Ventures,Kensington Capital Partners        ,1.0
776,First Ascent Ventures,OpenText,1.0
777,First Ascent Ventures,Teralys Capital,1.0
778,Fledge,E8,
779,Fledge,ImpactAssets,1.0
780,Fluke Venture Partners,Oregon Growth Account,1.0
781,Fluke Venture Partners,United States Small Business Administration        ,1.0
782,Fluke Venture Partners,Wells Fargo,1.0
783,Flywheel Ventures,Charles K. Blandin Foundation        ,1.0
784,Flywheel Ventures,Ewing Marion Kauffman Foundation        ,1.0
785,Flywheel Ventures,McCune Charitable Foundation        ,1.0
786,Flywheel Ventures,New Mexico Small Business Investment Corporation	,1.0
787,Flywheel Ventures,New Mexico State Investment Council        ,1.0
788,Fortress Partners Capital Management,California State Teachers' Retirement System,
789,Founders First Capital Partners,Community Investment Management,1.0
790,FullCycle,Day One Ventures	,
791,Genius Guild,Andrew Bosworth,1.0
792,Genius Guild,First Close Partners	,1.0
793,Genius Guild,Lowenstein Sandler	,1.0
794,Genius Guild,Pivotal Ventures,1.0
795,Genius Guild,The Impact Seat	,1.0
796,GFR Fund,Akatsuki,1.0
797,GFR Fund,COLOPL,1.0
798,GFR Fund,GREE,1.0
799,GFR Fund,Mixi Group,1.0
800,GFR Fund,Z Holdings,1.0
801,Goldcrest Capital,A.G. Hill Partners,2.0
802,Goldcrest Capital,New York Life Insurance and Annuity Corporation	,1.0
803,Gravity Ventures,Jay Baer,
804,Great North Ventures,Bootstrappers,
805,GreenSky Capital,New Brunswick Innovation Foundation	,1.0
806,Halstatt,Abbott Laboratories Annuity Retirement Trust,2.0
807,Halstatt,George Kaiser Family Foundation,3.0
808,Halstatt,"Museum of Fine Arts, Houston	",2.0
809,Halstatt,Saint Francis Foundation	,1.0
810,Halstatt,WE Family Offices	,2.0
811,Halstatt,W. K. Kellogg Foundation,3.0
812,Hatch Biofund Management,Daiichi Sankyo,1.0
813,Hatch Biofund Management,Venture Capital for Bucks County,1.0
814,Heartland Venture,The Judd Leighton Foundation	,1.0
815,HighCape Capital,Western Union Pension Plan	,1.0
816,Hudson Advisors,State of Wisconsin Investment Board	,1.0
817,Hustle Fund,Shanda Group,
818,HX Venture Fund,Camden Partners	,1.0
819,HX Venture Fund,Chevron,
820,HX Venture Fund,Insperity,2.0
821,lllumen Capital,Deutsche Bank,1.0
822,lllumen Capital,Ford Foundation,1.0
823,lllumen Capital,ImpactAssets,1.0
824,lllumen Capital,Mary Reynolds Babcock Foundation,1.0
825,lllumen Capital,Soros Economic Development Fund	,1.0
826,lllumen Capital,W. K. Kellogg Foundation	,1.0
827,Illuminate Ventures,Robert Wood Johnson Foundation	,2.0
828,Impact Engine,Abundant Venture Partners	,
829,Impact Engine,Brian Spaly,1.0
830,Impact Engine,Christian Rudder	,1.0
831,Impact Engine,Chuck Templeton	,1.0
832,Impact Engine,Gordon Segal,1.0
833,Impact Engine,Illinois Growth and Innovation Fund	,1.0
834,Impact Engine,Illinois State Treasurer	,1.0
835,Impact Engine,ImpactAssets,1.0
836,Impact Engine,Irene Pritzker,1.0
837,Impact Engine,Kevin Willer,1.0
838,Impact Engine,Larry Levy,1.0
839,Impact Engine,Libra Foundation	,1.0
840,Impact Engine,Matthew McCall,1.0
841,Impact Engine,Matt Matros,1.0
842,Impact Engine,Sam Yagan,1.0
843,Impact Engine,Shradha Agarwal	,1.0
844,Impact Engine,Surdna Foundation,1.0
845,Impact Engine,Trillium Asset Management	,1.0
846,Impact Engine,William Harris Investors,1.0
847,Impression Ventures,Fairfax Financial Holdings,1.0
848,lnCube Ventures,Lilly Ventures,
849,lnCube Ventures,Medtronic (Other Healthcare Technology Systems)	,1.0
850,lnCube Ventures,United Services Automobile Association	,1.0
851,lnCube Ventures,USAA Casualty Insurance Company	,1.0
852,Inflection Equity,Reiman Foundation	,1.0
853,Integral Capital Partners,Agilent Technologies Deferred Profit-Sharing Plan,3.0
854,Integral Capital Partners,Agilent Technologies Retirement Plan	,4.0
855,Integral Capital Partners,Employees' Retirement Plan of Duke University,1.0
856,Integral Capital Partners,GIV Venture Partners	,
857,Integral Capital Partners,Hatteras Funds,2.0
858,Integral Capital Partners,HP Deferred Profit-Sharing Plan,4.0
859,Integral Capital Partners,HP Inc. Master Trust	,1.0
860,Integral Capital Partners,HP Pension Plan,4.0
861,Integral Capital Partners,James and Rebecca Morgan Family Foundation	,2.0
862,Integral Capital Partners,O. Wayne Rollins Foundation	,1.0
863,Integral Capital Partners,Ruth Mott Foundation,2.0
864,Integral Capital Partners,The Isabel Foundation,2.0
