investor_id,investor_name,investment_num,total_funds_open,total_funds_closed,AUM,dry_powder,last_investment_type,last_investment_valuation,last_investment_size,last_investment_class,investments_last_5_yrs,investments_last_2_yrs,investments_last_12_months,investments_last_6_months,active_porfolio,exits,last_closed_fund_size,preferred_industry_1,preferred_industry_2,primary_investor_type,max_fund_size,median_fund_size,min_fund_size,fund_closed_num,total_investments_last_5_yrs,total_investments_last_2_yrs,total_investments_last_12_months,total_investments_last_6_months,total _active_portfolio,total_exits,total_investments
142,Flint Capital,83,2,2,200.00,41.05,Early Stage VC,,22.00,Venture Capital,42,22,12,8,37,19,103,Business Products and Services (B2B),Consumer Products and Services (B2C),Venture Capital,103.00,101.50,100.00,2,42,20,11,5,37,19,83
143,Florida Funders,113,2,4,60.00,2.16,Early Stage VC,,4.65,Venture Capital,97,60,32,14,65,9,60,Commercial Services,Software,Angel Group,60.00,1.44,0.18,4,97,56,25,11,65,9,113
144,Fourpoints Asset Management,,2,,131.86,,,,,,,,,,,,,,,Hedge Fund,,,,,,,,,,,
145,Friedberg Mercantile Group,,2,,105.34,126.09,PIPE,,1.04,Corporate,,,,,,,,Metals,Minerals and Mining,Hedge Fund,,63.04,,,,,,,,,
146,FundersClub,459,2,10,23.40,0.58,Later Stage VC,,40.00,Venture Capital,207,53,26,17,243,120,0.31,Commercial Services,Other Consumer Products and Services,Venture Capital,1.71,0.96,0.31,10,188,50,24,11,243,120,459
147,FundNV,8,2,1,5.00,2.00,Seed Round,,,Venture Capital,7,7,5,3,7,1,0.33,,,Venture Capital,0.33,1.00,0.33,,7,7,5,,7,,8
148,Gator Capital Management,,2,,129.64,75.00,,,,,,,,,,,,Financial Services,,Hedge fund,,75.00,,,,,,,,,
149,Gilgamesh Ventures,18,2,,10.00,10.60,Seed Round,,6.10,Venture Capital,17,16,12,10,15,,,Other Financial Services,Other Information Technology,Venture Capital,,5.30,,,17,16,12,10,15,,18
150,Good Growth Capital,55,2,2,60.00,48.11,Early Stage VC,95.25,24.25,Venture Capital,54,27,10,3,38,2,8.25,Energy,Healthcare,Venture Capital,8.25,7.33,5.00,2,54,25,7,,38,2,55
151,Haystack Management Company,202,2,5,72.30,41.66,Early Stage VC,350.00,50.00,Venture Capital,93,39,24,12,100,73,50,Other Business Products and Services,Other Consumer Products and Services,Venture Capital,50.00,13.19,1.00,5,90,36,21,10,100,73,202
152,Heavybit,87,2,3,100.00,7.84,Later Stage VC,365.00,55.00,Venture Capital,49,30,14,5,40,23,30,Software,,Venture Capital,30.00,5.81,3.73,3,48,28,13,2,40,23,87
153,Hyperplane Venture Capital,90,2,2,56.50,89.18,Seed Round,7.00,8.00,Venture Capital,77,30,16,5,47,6,50,Software,Systems and Information Management,Venture Capital,50.00,50.00,5.00,2,77,27,15,4,47,6,90
154,i80 Group,2,2,1,180.00,348.23,Early Stage VC,,204.00,Venture Capital,2,2,2,1,2,,,,,Venture Capital,100.00,168.23,100.00,,2,2,2,1,2,,2
155,IBS Capital,4,2,,157.10,266.05,Later Stage VC,,,Venture Capital,4,1,,,3,2,,Information Technology,Metals,Hedge fund,,133.03,,,4,,,,3,2,4
156,iGan Partners,45,2,1,124.07,250.00,Seed Round,,3.71,Venture Capital,26,7,6,5,18,17,100,Healthcare Devices and Supplies,Healthcare Services,Venture Capital,100.00,175.00,100.00,,24,7,6,4,18,17,45
157,Interplay Ventures,107,2,1,22.80,22.80,Early Stage VC,,25.25,Venture Capital,54,40,28,14,67,35,,Commercial Services,Software,Venture Capital,,22.80,,1,52,39,26,12,67,35,107
158,lntudo Ventures,33,2,3,200.00,18.20,Later Stage VC,,12.60,Venture Capital,32,17,10,4,22,1,115,Media,Services (Non-Financial),Venture Capital,115.00,35.00,20.00,3,32,14,9,2,22,,33
159,Kellner Capital,,2,8,113.64,100.72,,,,,,,,,,,,,,Hedge Fund,55.00,47.50,7.50,8,,,,,,,
160,Lachy Groom,84,2,11,122.70,315.04,Early Stage VC,222.00,90.00,Venture Capital,81,73,49,29,69,2,10,Software,,Angel (individual),250.00,8.80,1.53,11,81,70,44,21,69,2,84
161,Laidlaw & Company,10,2,8,5.48,34.38,Early Stage VC,110.00,5.00,Venture Capital,6,5,2,,4,5,2.54,Communications and Networking,Healthcare Devices and Supplies,Investment Bank,62.00,12.06,2.22,8,6,5,,,4,5,10
162,Lanier Asset Management,,2,,193.96,15.15,,,,,,,,,,,,Financial Services,,Asset Manager,,7.57,,,,,,,,,
163,Learnlaunch Fund+ Accelerator,80,2,3,4.43,2.57,Accelerator/Incubator,,,Other,36,2,,,52,22,,Application Software,Broadcasting,Venture Capital,3.00,2.00,2.00,3,36,2,,,52,22,80
164,Link Ventures,53,2,2,100.00,57.52,Seed Round,52.00,8.00,Venture Capital,26,18,12,7,26,17,100,lnformation Services (B2C),lmernet Retail,Venture Capital,100.00,100.00,100.00,2,25,15,11,7,26,17,53
165,Logica Capital Advisers,,2,1,167.81,144.00,,,,,,,,,,,1,,,Hedge fund,1.00,50.00,1.00,,,,,,,,
166,Lumen Advisors,,2,,85.10,85.10,,,,,,,,,,,,,,Asset Manager,,42.55,,,,,,,,,
167,LW Investment Management (Miami),,2,,5.70,6.48,,,,,,,,,,,,,,Hedge Fund,,6.48,,,,,,,,,
168,Mango Capital (Venture Capital),57,2,2,80.00,31.89,Seed Round,,1.90,Venture Capital,48,25,10,7,33,2,40,Business Products and Services (B2B),Financial Services,Venture Capital,40.00,40.00,40.00,2,47,24,10,7,33,2,57
169,Mantis VC,75,2,1,104.70,88.42,Early Stage VC,,3.00,Venture Capital,73,68,49,27,64,4,35,Consume,Products and Services (B2C),Venture Capital,35.00,52.33,35.00,,73,68,43,17,64,4,75
170,MFVPartners,11,2,1,75.00,1.01,Later Stage VC,,105.00,Venture Capital,10,6,3,2,10,1,,Computer Hardware,Software,Venture Capital,,1.01,,,10,6,3,2,10,,11
171,Mittleman Brothers Investment Management,2,2,,180.59,29.33,PIPE,,,Private Equity,1,,,,1,1,,Commercial Services,,Hedge fund,,14.67,,,,,,,,,2
172,Moxxie Ventures,38,2,4,38.40,77.63,Early Stage VC,17.94,4.02,Venture Capital,34,26,12,7,29,3,85,Financial Services,Healthcare,Venture Capital,85.00,17.50,3.38,4,34,24,8,6,29,3,38
173,Nebari Holdings,15,2,2,38.10,217.39,Seed Round,60.00,15.00,Venture Capital,12,,,,13,2,110,Metals,Minerals and Mining,Lender/Debt Provider,110.00,100.00,100.00,2,12,,,,13,2,15
174,NGN Capital,57,2,3,202.00,7.63,Later Stage VC,123.01,20.00,Venture Capital,2,,,,5,30,22,Healthcare Devices and Supplies,Pharmaceuticals and Biotechnology,Venture Capital,250.00,180.00,22.00,3,2,,,,5,30,57
175,Nomura Global Alpha,,2,,149.49,12.39,,,,,,,,,,,,,,Hedge fund,,12.39,,,,,,,,,
176,Old Greenwich Capital Partners,,2,,125.00,,,,,,,,,,,,,,,Asset Manager,,,,,,,,,,,
177,Parametric Clifton,5,2,,37.80,31.98,Later Stage VC,,11.00,Venture Capital,,,,,1,1,,Chemicals and Gases,Commercial Services,Venture Capital,,15.99,,,,,,,,,5
178,Perini Capital Partners,,2,,152.11,,,,,,,,,,,,,,,Hedge Fund,,,,,,,,,,,
179,Pluscios Management,,2,,237.65,438.04,,,,,,,,,,,,,,Hedge Fund,,219.02,,,,,,,,,
180,Raine Ventures,80,2,2,190.90,79.66,Later Stage VC,,50.00,Venture Capital,44,17,10,5,30,21,101.93,Software,,Corporate Venture Capital,101.93,60.52,77.08,2,44,16,9,5,30,21,80
181,Rand Advisors,,2,,155.47,54.39,,,,,,,,,,,,,,Asset Manager,,27.20,,,,,,,,,
182,Recurring Capital Partners,6,2,3,100.00,65.90,Later Stage VC,,10.50,Venture Capital,6,6,2,1,5,2,3.75,Media,,Lender/Debt Provider,56.08,32.00,3.75,3,6,5,2,,5,2,6
183,Red & Blue Ventures,24,2,1,34.40,19.68,Seed Round,9.60,3.60,Venture Capital,23,13,5,2,17,2,19.91,Computer Hardware,IT Services,Venture Capital,19.91,12.63,19.91,,23,12,3,,17,2,24
184,Red Oak Partners,13,2,1,84.30,89.28,Buyout/LBO,,,Private Equity,4,1,1,,1,4,,Business Products and Services (B2B),Information Technology,Hedge Fund,,44.64,,,3,,,,,4,13
185,Red Sea Ventures,84,2,2,69.80,33.01,Early Stage VC,188.31,38.49,Venture Capital,47,27,17,8,46,20,25,Commercial Services,Consumer Non-Durables,Venture Capital,50.00,37.50,25.00,2,46,25,16,3,46,20,84
186,Reign Ventures,22,2,,50.00,50.00,Early Stage VC,,,Venture Capital,18,12,11,,17,3,,Business Products and Services (B2B),Consumer Products and Services (B2C),Venture Capital,,50.00,,,18,11,10,3,17,3,22
187,Right Side Capital Management,1105,2,5,95.00,25.02,Seed Round,,0.45,Venture Capital,494,78,20,9,691,401,,IT Services,Software,Venture Capital,17.10,16.04,6.50,5,484,74,17,4,691,401,1105
188,Rollins Capital,1,2,,109.60,,Early Stage VC,,40.00,Venture Capital,,,,,1,,,Commercial Services,Energy Services,Hedge Fund,,,,,,,,,,,
189,Sage Equity Partners,2,2,14,58.60,32.43,Later Stage VC,231.98,60.00,Venture Capital,2,2,1,,2,,1,Business Products and Services (B2B),Consumer Products and Services (B2C),PE/Buyout,10.99,3.08,0.70,14,2,2,,,2,,2
190,Scientific Health Development,37,2,3,51.30,2.05,Later Stage VC,200.00,45.00,Venture Capital,16,8,4,2,16,7,20.68,Healthcare,,Venture Capital,20.68,15.65,15.00,3,16,8,4,2,16,7,37
191,Scribble Venrures,63,2,1,42.00,30.10,Later Stage VC,275.00,50.00,Venture Capital,54,52,34,13,57,1,42,Commercial Services,Healthcare,Venture Capital,42.00,42.00,42.00,,54,52,28,11,57,,63
192,SemperVirens Venture Capital,33,2,2,100.00,37.01,Later Stage VC,,18.28,Venture Capital,33,28,17,10,25,1,45.21,Financial Software,Healthcare Devices and Supplies,Venture Capital,45.21,29.45,13.69,2,33,26,16,7,25,,33
193,SER Capital Partners,4,2,2,150.00,490.89,PE Growth/Expansion,,82.00,Private Equity,4,4,1,,4,,41,Energy,,PE/Buyout,41.00,40.95,26.52,2,4,4,,,4,,4
194,ShangBay Capital,62,2,2,88.10,87.16,Later Stage VC,32.57,9.57,Venture Capital,53,25,17,8,47,9,34.9,Healthcare Devices and Supplies,Healthcare Technology Systems,Venture Capital,34.90,29.88,5.00,2,51,22,15,6,47,9,62
195,Shine Capital,11,2,1,125.00,32.66,Seed Round,20.80,2.80,Venture Capital,11,11,10,,11,,125,Consumer Products and Services (B2C),Financial Services,Venture Capital,125.00,125.00,125.00,1,11,11,7,4,11,,11
196,Shrug Capital,123,2,2,23.90,21.53,Seed Round,,35.00,Venture Capital,119,72,43,14,96,18,,Commercial Products,Commercial Services,Venture Capital,3.24,11.96,3.24,2,119,68,35,11,96,18,123
197,Silvermine Capital Partners,1,2,,20.00,7.76,Merger/Acquisition,,,Corporate,,,,,1,,,Healthcare Technology Systems,Media,Venture Capital,,3.88,,,,,,,,,1
198,Sovereign's Capital,90,2,3,94.00,46.13,Early Stage VC,,3.00,Venture Capital,52,29,22,13,54,19,60,Apparel and Accessories,Commercial Services,PE/Buyout,60.00,12.88,7.50,3,51,28,19,11,54,19,90
199,Spitfire Capital,,2,,194.10,39.12,,,,,,,,,,,,,,Hedge Fund,,39.12,,,,,,,,,
200,SpringOwl Asset Management,1,2,,80.03,,Later Stage VC,,,Venture Capital,1,1,1,,1,1,,Media,Software,Hedge fund,,,,,,,,,,,
201,Strategy Capital,,2,,99.10,,,,,,,,,,,,,Electrical Equipment,Energy Services,Asset Manager,,,,,,,,,,,
202,Tachyon Ventures,12,2,,9.90,9.90,Early Stage VC,30.64,11.10,Venture Capital,11,6,1,,10,1,,Agriculture,Construction and Engineering,Venture Capital,,4.95,,,11,4,,,10,,12
203,Tech Square Ventures,127,2,2,102.00,43.31,Early Stage VC,,9.00,Venture Capital,114,45,26,11,71,9,18,Business/Productivity Software,Commercial Services,Venture Capital,18.00,18.00,10.00,2,112,41,23,6,71,9,127
204,The House Fund,85,2,6,54.00,10.03,Seed Round,,5.00,Venture Capital,62,25,18,14,56,18,2.38,Commercial Services,Media,Venture Capital,44.00,4.19,1.64,6,59,23,17,9,56,18,85
205,TheVentureCity,116,2,1,52.50,23.63,Early Stage VC,,30.00,Venture Capital,97,48,19,8,90,6,52.5,Consumer Products and Services (B2C),Logistics,Venture Capital,52.50,52.50,52.50,,94,45,16,6,90,6,116
206,Third Prime,100,2,2,250.00,48.09,Early Stage VC,,7.50,Venture Capital,78,37,28,21,59,9,42,Business Products and Services (B2B),Financial Services,Venture Capital,42.00,36.00,36.00,2,77,37,27,18,59,9,100
207,Torch Capital,65,2,1,60.00,129.12,Later Stage VC,2.00,300.00,Venture Capital,59,33,20,13,41,10,60,Beverages,Financial Services,Venture Capital,60.00,82.80,60.00,1,59,32,18,9,41,10,65
208,Tusk Venture Partners,60,2,2,106.00,35.10,Seed Round,,4.00,Venture Capital,54,26,14,5,28,12,70,Consumer Products and Services (B2C),Insurance,Venture Capital,70.00,53.00,36.00,2,54,26,13,3,28,12,60
209,Urban Oil & Gas Group,,2,2,159.00,159.00,,,,,,,,,,,78,Consumer Products and Services (B2C),Energy Services,PE/Buyout,81.00,79.50,78.00,2,,,,,,,
210,Urbanite Capital,,2,3,5.85,29.62,,,,,,,,,,,12,Other Services (B2C Non-Financial),Real Estate Services (B2C),Real Estate,12.00,11.77,5.85,3,,,,,,,
211,Venus Capital Management,2,2,5,100.25,,PE Growth/Expansion,49.83,2.49,Private Equity,,,,,,2,,Media,Software,Asset Manager,,,,5,,,,,,2,2
212,Verdis Investment Management,,2,6,103.80,10.59,,,,,,,,,,,,Agriculture,Energy,Real Estate,45.69,26.65,12.89,6,,,,,,,
213,Vertical Venture Partners,75,2,5,160.00,181.00,Later Stage VC,,150.00,Venture Capital,46,18,13,8,37,15,25,Aerospace and Defense,Commercial Transportation,Venture Capital,80.00,60.00,25.00,5,44,17,11,6,37,15,75
214,VestedWorld,23,2,1,12.00,2.21,Seed Round,,3.00,Venture Capital,18,11,7,,18,1,8.46,Application Software,Business/Productivity Software,Venture Capital,8.46,8.46,8.46,,18,10,7,6,18,1,23
215,Village Global,274,2,2,225.00,110.00,Seed Round,,6.00,Venture Capital,253,162,97,48,224,14,125,Consumer Products and Services (B2C),Financial Services,Venture Capital,125.00,112.50,100.00,2,253,153,86,35,224,14,274
216,VPE Capital,4,2,1,102.07,101.30,Later Stage VC,,27.80,Venture Capital,4,3,2,2,4,1,,Capital Markets/Institutions,,Asset Manager,,101.30,,,4,3,2,,4,,4
217,Walbert Capital Management,,2,,13.00,17.50,,,,,,,,,,,,,,Hedge Fund,,17.50,,,,,,,,,
218,Weber Capital Management,16,2,,17.03,,Buyout/LBO,,,Private Equity,,,,,1,11,,Software,,Hedge Fund,,,,,,,,,,11,16
219,Windcrest Partners,52,2,,99.92,,Later Stage VC,10.00,2.00,Venture Capital,2,1,1,,9,30,,Software,,Venture Capital,,,,,2,,,,9,30,52
220,Wonder Ventures,64,2,3,14.91,34.11,Seed Round,21.39,9.08,Venture Capital,44,22,13,,40,17,,Commercial Transportation,Financial Services,Venture Capital,15.00,15.00,5.00,3,43,20,10,4,40,17,64
221,XYZ-Ventures,71,2,2,80.00,42.88,Later Stage VC,553.30,73.30,Venture Capital,68,57,41,22,57,,80,Insurance,Software,Venture Capital,80.00,80.00,80.00,2,68,56,34,14,57,,71
222,Zeev Ventures,78,2,7,240.30,518.94,Later Stage VC,,50.00,Venture Capital,66,40,31,17,35,7,188.25,Insurance,Software,Venture Capital,188.25,188.25,52.00,7,66,39,28,12,35,7,78
223,1414 Ventures,8,1,,5.00,5.00,Seed Round,,1.30,Venture Capital,7,6,5,4,5,1,,Communications and Networking,IT Services,Venture Capital,,5.00,,,7,6,5,3,5,,8
224,1543 Capital,,1,,193.04,125.65,,,,,,,,,,,,,,PE/Buyout,,125.65,,,,,,,,,
225,3ig Ventures,2,1,,20.00,,Early Stage VC,,,Venture Capital,2,2,2,2,2,,,Business Products and Services (B2B),Consumer Products and Services (B2C),Venture Capital,,,,,2,2,2,,2,,2
226,4BIO Capital Partners,24,1,3,203.00,0.50,Seed Round,14.00,6.00,Venture Capital,21,7,4,2,13,11,117,Pharmaceuticals and Biotechnology,,Venture Capital,117.00,63.50,10.00,3,21,6,3,2,13,11,24
227,500 Southeast Asia,281,1,3,100.10,23.40,Early Stage VC,,7.00,Venture Capital,116,26,9,3,182,52,12.05,Business Products and Services (B2B),Consumer Products and Services (B2C),Venture Capital,52.60,20.03,12.05,3,109,22,9,3,182,52,281
228,Abstract Ventures,177,1,2,100.00,39.86,Early Stage VC,,25.00,Venture Capital,160,77,39,19,118,23,,Consume,Durables,Venture Capital,100.00,100.00,100.00,2,155,69,30,13,118,23,177
229,AC Investment Management,,1,1,181.87,18.98,,,,,,,,,,,160,Alternative Energy Equipment,Animal Husbandry,Hedge Fund,160.00,89.49,160.00,,,,,,,,
230,Acacia Partners,8,1,1,127.23,,PE Growth/Expansion,,,Private Equity,4,1,,,3,3,,Commercial Transportation,Consumer Products and Services (B2C),PE/Buyout,,,,,4,,,,3,3,8
231,Accelerator Life Science Partners,28,1,4,94.80,23.10,Early Stage VC,18.00,8.00,Venture Capital,6,1,1,1,7,16,62.8,Healthcare Devices and Supplies,Pharmaceuticals and Biotechnology,Venture Capital,62.80,17.60,8.40,4,6,,,,7,16,28
232,Acequia Capital,401,1,4,54.10,0.50,Seed Round,8.17,1.66,Venture Capital,233,134,92,51,212,78,5.76,Apparel and Accessories,Application Software,Venture Capital,5.76,5.76,5.76,4,226,127,80,41,212,78,401
233,Acorn Bioventures,18,1,1,199.50,199.50,Later Stage VC,,21.50,Venture Capital,18,17,7,5,12,2,199.5,,,Corporation,199.50,199.50,199.50,1,18,17,6,3,12,2,18
234,Acorn Pacific Ventures,29,1,2,77.96,7.91,Early Stage VC,8.63,0.13,Venture Capital,23,5,2,,19,5,9,Software,,Venture Capital,50.00,29.50,9.00,2,21,3,2,,19,5,29
235,Active Capital,85,1,2,13.00,32.88,Early Stage VC,101.00,96.00,Venture Capital,75,49,25,12,61,9,25,Software,,Venture Capital,25.00,21.50,21.50,2,74,47,21,9,61,9,85
236,Adair Capital,,1,,120.37,13.59,,,,,,,,,,,,,,Hedge fund,,13.59,,,,,,,,,
237,Adaptive Health Capital,2,1,2,1.50,0.28,Early Stage VC,42.00,12.00,Venture Capital,2,,,,1,1,,Software,,Venture Capital,1.50,1.50,1.50,2,,,,,,,2
238,Aetolia Capital,,1,,26.30,18.00,,,,,,,,,,,,Capital Markets/Institutions,Commercial Banks,Hedge fund,,18.00,,,,,,,,,
239,Afore Capital,110,1,2,124.00,35.93,Early Stage VC,48.81,13.81,Venture Capital,95,46,30,16,69,10,78.08,Apparel and Accessories,Capital Markets/Institutions,Venture Capital,78.08,62.54,47.00,2,95,44,26,13,69,10,110
240,Agent Capital,30,1,1,115.00,57.76,Early Stage VC,,175.00,Venture Capital,29,16,9,,14,7,63.5,Pharmaceuticals and Biotechnology,,Venture Capital,63.50,61.53,63.50,,29,13,5,2,14,7,30
241,AI8 Ventures,17,1,1,6.20,0.28,Later Stage VC,,4.20,Venture Capital,13,2,1,1,7,5,3.24,Application Software,Educational Software,Venture Capital,3.24,3.24,3.24,,13,2,,,7,5,17
242,AiiM Partners,15,1,1,71.00,283.30,Later Stage VC,69.38,9.38,Venture Capital,14,11,4,1,10,1,100,Agriculture,Beverages,Impact Investing,100.00,175.00,100.00,,14,9,2,,10,,15
243,Alexander Capital Advisors,,1,,120.30,112.10,,,,,,,,,,,,,,Hedge Fund,,112.10,,,,,,,,,
244,Alidade Capital,,1,4,198.50,102.90,,,,,,,,,,,150,Consulting Services (B2B),Other Services (B2C Non-Financial),Asset Manager,150.00,58.16,10.74,4,,,,,,,
245,Alpha Innovations,,1,1,40.00,,,,,,,,,,,,12,,,Hedge Fund,12.00,12.00,12.00,,,,,,,,
246,Alphemy Capital,6,1,,248.00,60.00,Early Stage VC,"1,550.00",100.00,Venture Capital,6,6,4,2,4,,,,,Asset Manager,,60.00,,,6,5,3,,4,,6
247,Alta Fox Capital,1,1,,210.00,,Later Stage VC,,70.00,Venture Capital,1,1,1,1,1,,,,,Hedge fund,,,,,1,1,1,1,1,,1
248,Altema Asset Management,,1,,55.32,19.72,,,,,,,,,,,,,,Hedge fund,,19.72,,,,,,,,,
249,Altitude Ventures,23,1,2,24.10,50.69,Seed Round,,2.00,Venture Capital,8,4,4,2,7,11,8.81,Healthcare Services,Healthcare Technology Systems,Venture Capital,15.29,15.29,8.81,2,8,4,3,,7,11,23
250,Ampfield Management,,1,,246.55,104.92,,,,,,,,,,,,,,Asset Manager,,104.92,,,,,,,,,
251,Amplify.LA,125,1,5,29.10,7.95,Seed Round,,2.10,Venture Capital,45,22,11,7,55,38,14,Healthcare,Retail,Venture Capital,14.00,9.00,4.85,5,45,20,10,6,55,38,125
252,Anacapa Partners,63,1,3,116.90,51.33,Buyout/LBO,,,Private Equity,27,5,3,2,24,28,79,Commercial Products,Commercial Services,PE/Buyout,79.00,30.80,7.90,3,26,5,3,2,24,28,63
253,AnD Ventures,6,1,,30.00,30.00,Early Stage VC,,5.00,Venture Capital,6,6,6,4,5,,,Information Technology,,Venture Capital,,30.00,,,6,6,6,4,5,,6
254,Angel Ventures Mexico,135,1,5,50.00,18.07,Seed Round,,,Venture Capital,75,36,22,11,80,31,2,Agriculture,Business Products and Services (B2B),Venture Capital,120.00,20.00,2.00,5,73,34,13,8,80,31,135
255,Angular Ventures,31,1,2,44.02,80.00,Seed Round,,3.60,Venture Capital,27,19,13,8,23,1,80,Commercial Services,IT Services,Venture Capital,80.00,60.50,41.00,2,27,19,12,5,23,,31
256,Ankona Capital,15,1,1,200.00,213.50,Later Stage VC,155.00,30.00,Venture Capital,15,10,7,5,8,1,65,Software,,Venture Capital,65.00,132.50,65.00,,15,10,6,4,8,,15
257,Anorak Ventures,81,1,1,23.00,11.30,Seed Round,,4.80,Venture Capital,63,30,19,9,62,11,13,Casinos and Gaming,Computer Hardware,Venture Capital,13.00,11.50,13.00,,62,30,16,7,62,11,81
258,Applied Fundamental Research,,1,1,135.25,0.00,,,,,,,,,,,3.32,,,Hedge Fund,3.32,3.32,3.32,,,,,,,,
259,AQC Capital,68,1,1,150.00,52.85,Seed Round,,3.93,Venture Capital,39,10,7,3,43,7,62.87,Business Products and Services (B2B),Financial Services,Venture Capital,62.87,57.86,62.87,,39,10,7,,43,7,68
260,Aragon Global Management,1,1,,100.00,100.00,Later Stage VC,433.33,49.91,Venture Capital,1,1,1,1,1,,,Other Consumer Products and Services,Other Information Technology,Hedge Fund,,100.00,,,,1,,,1,,
261,Aravaipa Ventures,17,1,1,133.00,21.72,Later Stage VC,,81.21,Venture Capital,5,2,2,1,6,4,26,Alternative Energy Equipment,Commercial Products,Impact Investing,26.00,23.00,26.00,,5,2,2,,6,4,17
262,Arborview Capital,20,1,2,102.00,11.99,Later Stage VC,600.00,140.00,Venture Capital,10,6,4,3,9,5,50.25,Building Products,Business/Productivity Software,PE/Buyout,50.25,40.62,30.99,2,10,6,3,3,9,5,20
263,Arcadian Capital,44,1,1,21.80,11.69,Later Stage VC,,8.17,Venture Capital,43,15,5,4,36,8,21.82,Containers and Packaging,Infrastructure,Venture Capital,21.82,21.82,21.82,,43,12,5,3,36,8,44
264,Archer Venture Capital,32,1,1,160.00,13.89,Secondary Transaction,,,,10,,,,9,21,80,Educational and Training Services (B2C),Internet Software,Venture Capital,80.00,80.00,80.00,,10,,,,9,21,32
265,Arctaris Capital Partners,2,1,5,92.50,59.17,Later Stage VC,,,Venture Capital,,,,,1,1,25,Commercial Services,Pharmaceuticals and Biotechnology,Lender/Debt Provider,31.00,21.77,18.54,5,,,,,1,,2
266,Argonautic Ventures,133,1,12,150.00,,Later Stage VC,,25.80,Venture Capital,115,31,12,8,80,25,,Biotechnology,Consumer Non-Durables,Venture Capital,,,,12,111,30,12,7,80,25,133
267,Arkay Ventures,,1,5,85.10,52.70,,,,,,,,,,,,,,Venture Capital,42.07,16.50,10.00,5,,,,,,,
268,Ascend Venture Capital,30,1,2,18.00,6.24,Early Stage VC,243.60,43.60,Venture Capital,25,17,13,6,15,4,5,Application Software,Commercial Transportation,Venture Capital,5.00,5.00,0.50,2,25,17,8,4,15,4,30
269,Ascent Capital (US),,1,,40.00,2.38,,,,,,,,,,,,Commercial Products,Commercial Services,Family Office,,2.38,,,,,,,,,
270,Asia Alpha,6,1,2,130.00,0.00,Later Stage VC,106.59,20.00,Venture Capital,4,3,1,,4,,100,Healthcare Devices and Supplies,Services (Non-Financial),Family Office,100.00,65.00,30.00,2,4,3,,,4,,6
271,Aspenwood Ventures,281,1,7,80.56,96.16,Early Stage VC,43.00,15.00,Venture Capital,26,13,5,2,22,125,80.56,Commercial Services,Software,Venture Capital,428.00,90.68,36.00,7,26,13,3,,22,125,281
