investor_id,investment_num,total_funds_open,total_funds_closed,AUM,dry_powder,last_investment_type,last_investment_valuation,last_investment_size,last_investment_class,investments_last_5_yrs,investments_last_2_yrs,investments_last_12_months,investments_last_6_months,active_porfolio,exits,last_closed_fund_size,preferred_industry,max_fund_size,median_fund_size,min_fund_size,fund_closed_num,total_investments_last_5_yrs,total_investments_last_2_yrs,total_investments_last_12_months,total_investments_last_6_months,total _active_portfolio,total_exits,total_investments,primary_investor_type
142,83,2,2,200.00,41.05,Early Stage VC,,22.00,Venture Capital,42,22,12,8,37,19,103,"Business Products and Services (B2B), Consumer Products and Services (82C), Financial Services, Healthcare Technol",103.00,101.50,100.00,2,42,20,11,5,37,19,83,Venture Capital
143,113,2,4,60.00,2.16,Early Stage VC,,4.65,Venture Capital,97,60,32,14,65,9,60,"Commercial Services, Software",60.00,1.44,0.18,4,97,56,25,11,65,9,113,Angel Group
144,,2,,131.86,,,,,,,,,,,,,,,,,,,,,,,,,Hedge Fund
145,,2,,105.34,126.09,PIPE,,1.04,Corporate,,,,,,,,"Metals, Minerals and Mining",,63.04,,,,,,,,,,Hedge Fund
146,459,2,10,23.40,0.58,Later Stage VC,,40.00,Venture Capital,207,53,26,17,243,120,0.31,"Commercial Services, Other Consumer Products and Services, Software, Transportation",1.71,0.96,0.31,10,188,50,24,11,243,120,459,Venture Capital
147,8,2,,5.00,2.00,Seed Round,,,Venture Capital,7,7,,,7,,0.33,,0.33,1.00,0.33,,7,7,5,,7,,8,Venture Capital
148,,2,,129.64,75.00,,,,,,,,,,,,Financial Services,,75.00,,,,,,,,,,Hedge fund
149,18,2,,10.00,10.60,Seed Round,,6.10,Venture Capital,17,16,12,10,15,,,"Other Financial Services, Other Information Technology",,5.30,,,17,16,12,10,15,,18,Venture Capital
150,55,2,2,60.00,48.11,Early Stage VC,95.25,24.25,Venture Capital,54,27,10,,38,2,8.25,"Energy, Healthcare, Materials and Resources, Software",8.25,7.33,5.00,2,54,25,7,,38,2,55,Venture Capital
151,202,2,5,72.30,41.66,Early Stage VC,350.00,50.00,Venture Capital,93,39,24,12,100,73,50,"Other Business Products and Services, Other Consumer Products and Services, Other Information Technology, Softw",50.00,13.19,1.00,5,90,36,21,10,100,73,202,Venture Capital
152,87,2,3,100.00,7.84,Later Stage VC,365.00,55.00,Venture Capital,49,30,14,,40,23,30,Software,30.00,5.81,3.73,3,48,28,13,2,40,23,87,Venture Capital
153,90,2,2,56.50,89.18,Seed Round,7.00,8.00,Venture Capital,77,30,16,,47,6,50,"Software, Systems and Information Management",50.00,50.00,5.00,2,77,27,15,4,47,6,90,Venture Capital
154,2,2,,180.00,348.23,Early Stage VC,,204.00,Venture Capital,2,2,,,,,,,100.00,168.23,100.00,,2,2,2,1,2,,2,Venture Capital
155,4,2,,157.10,266.05,Later Stage VC,,,Venture Capital,4,,,,,2,,"Information Technology, Metals, Minerals and Mining",,133.03,,,4,,,,3,2,4,Hedge fund
156,45,2,,124.07,250.00,Seed Round,,3.71,Venture Capital,26,7,6,,18,17,100,"Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Pharmaceuticals and Biotechr",100.00,175.00,100.00,,24,7,6,4,18,17,45,Venture Capital
157,107,2,1,22.80,22.80,Early Stage VC,,25.25,Venture Capital,54,40,28,14,67,35,,"Commercial Services, Software",,22.80,,1,52,39,26,12,67,35,107,Venture Capital
158,33,2,3,200.00,18.20,Later Stage VC,,12.60,Venture Capital,32,17,10,4,22,,115,"Media, Services (Non-Financial), Sofcware",115.00,35.00,20.00,3,32,14,9,2,22,,33,Venture Capital
159,,2,8,113.64,100.72,,,,,,,,,,,,,55.00,47.50,7.50,8,,,,,,,,Hedge Fund
160,84,2,11,122.70,315.04,Early Stage VC,222.00,90.00,Venture Capital,81,73,49,29,69,2,10,Software,250.00,8.80,1.53,11,81,70,44,21,69,2,84,Angel (individual)
161,10,2,8,5.48,34.38,Early Stage VC,110.00,5.00,Venture Capital,6,,,,4,,2.54,"Communications and Networking, Healthcare Devices and Supplies, Healthcare Technology Systems, Software",62.00,12.06,2.22,8,6,5,,,4,5,10,Investment Bank
162,,2,,193.96,15.15,,,,,,,,,,,,Financial Services,,7.57,,,,,,,,,,Asset Manager
163,80,2,3,4.43,2.57,Accelerator/Incubator,,,Other,36,,,,52,22,,"Application Software, Broadcasting, Radio and Television, Business/Productivity Software, Commercial Products, Com",3.00,2.00,2.00,3,36,2,,,52,22,80,Venture Capital
164,53,2,2,100.00,57.52,Seed Round,52.00,8.00,Venture Capital,26,18,12,7,26,17,100,"lnformai::ion Services (B2C), lmernet Retail, Internet Service Providers, Social/Platform Sofrware",100.00,100.00,100.00,2,25,15,11,7,26,17,53,Venture Capital
165,,2,,167.81,144.00,,,,,,,,,,,1,,1.00,50.00,1.00,,,,,,,,,Hedge fund
166,,2,,85.10,85.10,,,,,,,,,,,,,,42.55,,,,,,,,,,Asset Manager
167,,2,,5.70,6.48,,,,,,,,,,,,,,6.48,,,,,,,,,,Hedge Fund
168,57,2,2,80.00,31.89,Seed Round,,1.90,Venture Capital,48,25,10,7,33,2,40,"Business Products and Services (B2B), Financial Services, Financial Software, Software Developmem Applications",40.00,40.00,40.00,2,47,24,10,7,33,2,57,Venture Capital
169,75,2,,104.70,88.42,Early Stage VC,,3.00,Venture Capital,73,68,49,27,64,4,35,"Consume, Products and Services (B2C), Financial Services, Healthcare, Media and Information Services (B2B), Softwar",35.00,52.33,35.00,,73,68,43,17,64,4,75,Venture Capital
170,11,2,,75.00,1.01,Later Stage VC,,105.00,Venture Capital,10,6,,,10,,,"Computer Hardware, Software",,1.01,,,10,6,3,2,10,,11,Venture Capital
171,2,2,,180.59,29.33,PIPE,,,Private Equity,1,,,,1,1,,Commercial Services,,14.67,,,,,,,,,2,Hedge fund
172,38,2,4,38.40,77.63,Early Stage VC,17.94,4.02,Venture Capital,34,26,12,7,29,3,85,"Financial Services, Healthcare, Media, Software",85.00,17.50,3.38,4,34,24,8,6,29,3,38,Venture Capital
173,15,2,2,38.10,217.39,Seed Round,60.00,15.00,Venture Capital,12,,,,13,2,110,"Metals, Minerals and Mining",110.00,100.00,100.00,2,12,,,,13,2,15,Lender/Debt Provider
174,57,2,3,202.00,7.63,Later Stage VC,123.01,20.00,Venture Capital,2,,,,5,30,22,"Healthcare Devices and Supplies, Pharmaceuticals and Biotechnology",250.00,180.00,22.00,3,2,,,,5,30,57,Venture Capital
175,,2,,149.49,12.39,,,,,,,,,,,,,,12.39,,,,,,,,,,Hedge fund
176,,2,,125.00,,,,,,,,,,,,,,,,,,,,,,,,,Asset Manager
177,5,2,,37.80,31.98,Later Stage VC,,11.00,Venture Capital,,,,,1,1,,"Chemicals and Gases, Commercial Services, Software",,15.99,,,,,,,,,5,Venture Capital
178,,2,,152.11,,,,,,,,,,,,,,,,,,,,,,,,,Hedge Fund
179,,2,,237.65,438.04,,,,,,,,,,,,,,219.02,,,,,,,,,,Hedge Fund
180,80,2,2,190.90,79.66,Later Stage VC,,50.00,Venture Capital,44,17,10,,30,21,101.93,Software,101.93,60.52,77.08,2,44,16,9,5,30,21,80,Corporate Venture Capital
181,,2,,155.47,54.39,,,,,,,,,,,,,,27.20,,,,,,,,,,Asset Manager
182,6,2,3,100.00,65.90,Later Stage VC,,10.50,Venture Capital,6,6,,,5,2,3.75,Media,56.08,32.00,3.75,3,6,5,2,,5,2,6,Lender/Debt Provider
183,24,2,,34.40,19.68,Seed Round,9.60,3.60,Venture Capital,23,13,,,17,2,19.91,"Computer Hardware, IT Services, Retail, Software",19.91,12.63,19.91,,23,12,3,,17,2,24,Venture Capital
184,13,2,,84.30,89.28,Buyout/LBO,,,Private Equity,4,,,,,4,,"Business Products and Services (B2B), Information Technology, Insurance",,44.64,,,3,,,,,4,13,Hedge Fund
185,84,2,2,69.80,33.01,Early Stage VC,188.31,38.49,Venture Capital,47,27,17,8,46,20,25,"Commercial Services, Consumer Non-Durables, Retail, Software",50.00,37.50,25.00,2,46,25,16,3,46,20,84,Venture Capital
186,22,2,,50.00,50.00,Early Stage VC,,,Venture Capital,18,12,11,,17,3,,"Business Products and Services (B2B), Consumer Products and Services (B2C), Financial Services, Software",,50.00,,,18,11,10,3,17,3,22,Venture Capital
187,1105,2,5,95.00,25.02,Seed Round,,0.45,Venture Capital,494,78,20,9,691,401,,"IT Services, Software",17.10,16.04,6.50,5,484,74,17,4,691,401,1105,Venture Capital
188,1,2,,109.60,,Early Stage VC,,40.00,Venture Capital,,,,,,,,"Commercial SeNices, Energy Services, Other financial SeNices",,,,,,,,,,,,Hedge Fund
189,2,2,14,58.60,32.43,Later Stage VC,231.98,60.00,Venture Capital,2,2,,,,,1,"Business Products and Services (B2B), Consumer Products and Services (82C), Energy, Financial Services",10.99,3.08,0.70,14,2,2,,,2,,2,PE/Buyout
190,37,2,3,51.30,2.05,Later Stage VC,200.00,45.00,Venture Capital,16,8,4,,16,7,20.68,Healthcare,20.68,15.65,15.00,3,16,8,4,2,16,7,37,Venture Capital
191,63,2,,42.00,30.10,Later Stage VC,275.00,50.00,Venture Capital,54,52,34,13,57,,42,"Commercial Services, Healthcare, Software",42.00,42.00,42.00,,54,52,28,11,57,,63,Venture Capital
192,33,2,2,100.00,37.01,Later Stage VC,,18.28,Venture Capital,33,28,17,10,25,,45.21,"Financial Software, Healthcare Devices and Supplies, Healthcare Technology Sys.:ems, Human Capital Services, Other",45.21,29.45,13.69,2,33,26,16,7,25,,33,Venture Capital
193,4,2,2,150.00,490.89,PE Growth/Expansion,,82.00,Private Equity,4,4,,,4,,41,Energy,41.00,40.95,26.52,2,4,4,,,4,,4,PE/Buyout
194,62,2,2,88.10,87.16,Later Stage VC,32.57,9.57,Venture Capital,53,25,17,8,47,9,34.9,"Healthcare Devices and Supplies, Healthcare Technology Systems, Pharmaceuticals and Biotechnology",34.90,29.88,5.00,2,51,22,15,6,47,9,62,Venture Capital
195,11,2,,125.00,32.66,Seed Round,20.80,2.80,Venture Capital,11,11,10,,11,,125,"Consumer Produces and Services (B2C), Financial Services, Healthcare",125.00,125.00,125.00,1,11,11,7,4,11,,11,Venture Capital
196,123,2,2,23.90,21.53,Seed Round,,35.00,Venture Capital,119,72,43,14,96,18,,"Commercial Products, Commercial Services, Commercial Transportation, Communications and Networking. Compute",3.24,11.96,3.24,2,119,68,35,11,96,18,123,Venture Capital
197,1,2,,20.00,7.76,Merger/Acquisition,,,Corporate,,,,,,,,"Healthcare Technology Systems, Media, Other Energy, Pharmaceuticals and Biotechnology, Software",,3.88,,,,,,,,,1,Venture Capital
198,90,2,3,94.00,46.13,Early Stage VC,,3.00,Venture Capital,52,29,22,13,54,19,60,"Apparel and Accessories, Commercial Services, Commercial Transportation, Communications and Networking. Comp",60.00,12.88,7.50,3,51,28,19,11,54,19,90,PE/Buyout
199,,2,,194.10,39.12,,,,,,,,,,,,,,39.12,,,,,,,,,,Hedge Fund
200,,2,,80.03,,Later Stage VC,,,Venture Capital,,,,,,,,"Media, Software",,,,,,,,,,,,Hedge fund
201,,2,,99.10,,,,,,,,,,,,,"Electrical Equipment, Energy Services",,,,,,,,,,,,Asset Manager
202,12,2,,9.90,9.90,Early Stage VC,30.64,11.10,Venture Capital,11,6,,,10,,,"Agriculture, Construction and Engineering, Consumer Non-Durables, Financial Services, Healthcare Devices and Supp",,4.95,,,11,4,,,10,,12,Venture Capital
203,127,2,2,102.00,43.31,Early Stage VC,,9.00,Venture Capital,114,45,26,11,71,9,18,"Business/Productivity Software, Commercial Services, IT Services, Other Business Products and Services, Other lnfom",18.00,18.00,10.00,2,112,41,23,6,71,9,127,Venture Capital
204,85,2,6,54.00,10.03,Seed Round,,5.00,Venture Capital,62,25,18,14,56,18,2.38,"Commercial Services, Media, Software",44.00,4.19,1.64,6,59,23,17,9,56,18,85,Venture Capital
205,116,2,,52.50,23.63,Early Stage VC,,30.00,Venture Capital,97,48,19,8,90,6,52.5,"Consumer Products and Services (B2C), Logistics, SofMare",52.50,52.50,52.50,,94,45,16,6,90,6,116,Venture Capital
206,100,2,2,250.00,48.09,Early Stage VC,,7.50,Venture Capital,78,37,28,21,59,9,42,"Business Products and Services (B2B), Financial Services",42.00,36.00,36.00,2,77,37,27,18,59,9,100,Venture Capital
207,65,2,1,60.00,129.12,Later Stage VC,2.00,300.00,Venture Capital,59,33,20,13,41,10,60,"Beverages, Financial Services, Food Products, Healthcare Services, Internet Service Providers, Media, Media and lnfon",60.00,82.80,60.00,1,59,32,18,9,41,10,65,Venture Capital
208,60,2,2,106.00,35.10,Seed Round,,4.00,Venture Capital,54,26,14,5,28,12,70,"Consumer Products and Services (B2C), Insurance, Software",70.00,53.00,36.00,2,54,26,13,3,28,12,60,Venture Capital
209,,2,2,159.00,159.00,,,,,,,,,,,78,"Consumer Products and Services (B2C), Energy Services, Exploration, Production and Refining, Materials and Resourc",81.00,79.50,78.00,2,,,,,,,,PE/Buyout
210,,2,3,5.85,29.62,,,,,,,,,,2,12,"Other Services (B2C Non-Financial), Real Estate Services (B2C)",12.00,11.77,5.85,3,,,,,,,,Real Estate
211,2,2,5,100.25,,PEGrowth/Expansion,49.83,2.49,Private Equity,,,,,,2,,"Media, Software",,,,5,,,,,,2,2,Asset Manager
212,,2,6,103.80,10.59,,,,,,,,,,,,"Agriculture, Energy, Multi-line Mining, Other Metals, Minerals and Mining, Precious Metals and Minerals Mining. Real",45.69,26.65,12.89,6,,,,,,,,Real Estate
213,75,2,5,160.00,181.00,Later Stage VC,,150.00,Venture Capital,46,18,13,8,37,15,25,"Aerospace and Defense, Commercial Transportation, Communications and Networking, Educational and Training Sen",80.00,60.00,25.00,5,44,17,11,6,37,15,75,Venture Capital
214,23,2,,12.00,2.21,Seed Round,,3.00,Venture Capital,18,11,7,,18,,8.46,"Application Software, Business/Productivity Software, Communication Software, Consumer Durables, Consumer Non",8.46,8.46,8.46,,18,10,7,6,18,1,23,Venture Capital
215,274,2,2,225.00,110.00,Seed Round,,6.00,Venture Capital,253,162,97,48,224,14,125,"Consumer Products and Services (B2C), Financial Services, Healthcare, Other Information Technology, Software",125.00,112.50,100.00,2,253,153,86,35,224,14,274,Venture Capital
216,4,2,,102.07,101.30,Later Stage VC,,27.80,Venture Capital,4,3,,,4,,,Capital Markets/Institutions,,101.30,,,4,3,2,,4,,4,Asset Manager
217,,2,,13.00,17.50,,,,,,,,,,,,,,17.50,,,,,,,,,,Hedge Fund
218,16,2,,17.03,,Buyout/LBO,,,Private Equity,,,,,1,11,,Software,,,,,,,,,,11,16,Hedge Fund
219,52,2,,99.92,,Later Stage VC,10.00,2.00,Venture Capital,2,,,,9,30,,Software,,,,,2,,,,9,30,52,Venture Capital
220,64,2,3,14.91,34.11,Seed Round,21.39,9.08,Venture Capital,44,22,13,,40,17,,"Commercial Transponation, Financial Services, Healthcare, Logistics, Other Commercial Services, Software, Transport",15.00,15.00,5.00,3,43,20,10,4,40,17,64,Venture Capital
221,71,2,2,80.00,42.88,Later Stage VC,553.30,73.30,Venture Capital,68,57,41,22,57,,80,"Insurance, Software",80.00,80.00,80.00,2,68,56,34,14,57,,71,Venture Capital
222,78,2,7,240.30,518.94,Later Stage VC,,50.00,Venture Capital,66,40,31,17,35,7,188.25,"Insurance, Software",188.25,188.25,52.00,7,66,39,28,12,35,7,78,Venture Capital
223,8,1,,5.00,5.00,Seed Round,,1.30,Venture Capital,7,6,,4,5,,,"Communications and NeMorking, IT Services, Other Financial Services, Software",,5.00,,,7,6,5,3,5,,8,Venture Capital
224,,1,,193.04,125.65,,,,,,,,,,,,,,125.65,,,,,,,,,,PE/Buyout
225,2,1,,20.00,,Early Stage VC,,,Venture Capital,2,,,,,,,"Business Products and Services (B2B), Consumer Products and Services (82C), Financial Services, Healthcare, Other In",,,,,2,2,2,,2,,2,Venture Capital
226,24,1,3,203.00,0.50,Seed Round,14.00,6.00,Venture Capital,21,7,4,,13,11,117,Pharmaceuticals and Biotechnology,117.00,63.50,10.00,3,21,6,3,2,13,11,24,Venture Capital
227,281,1,3,100.10,23.40,Early Stage VC,,7.00,Venture Capital,116,26,9,,182,52,12.05,"Business Products and Services (B2B), Consumer Products and Services (B2C), Financial Services, Healthcare, lnforma",52.60,20.03,12.05,3,109,22,9,3,182,52,281,Venture Capital
228,177,1,2,100.00,39.86,Early Stage VC,,25.00,Venture Capital,160,77,39,19,118,23,,"Consume, Durables, Consumer Non-Durables, IT Services, Other Consumer Products and Services, Other Financial Se",100.00,100.00,100.00,2,155,69,30,13,118,23,177,Venture Capital
229,,1,,181.87,18.98,,,,,,,,,,,160,"Alternative Energy Equipment, Animal Husbandry, Animal Textiles, Apparel and Accessories, Beverages, Coal and Con",160.00,89.49,160.00,,,,,,,,,Hedge Fund
230,8,1,,127.23,,PE Growth/Expansion,,,Private Equity,4,,,,,3,,"Commercial Transportation, Consumer Products and Services (B2C), Containers and Packaging, Distributors/Wholesa",,,,,4,,,,3,3,8,PE/Buyout
231,28,1,4,94.80,23.10,Early Stage VC,18.00,8.00,Venture Capital,6,,,,7,16,62.8,"Healthcare Devices and Supplies, Pharmaceuticals and Biotechnology, Retail, Services (Non-Financial), Software",62.80,17.60,8.40,4,6,,,,7,16,28,Venture Capital
232,401,1,4,54.10,0.50,Seed Round,8.17,1.66,Venture Capital,233,134,92,51,212,78,5.76,"Apparel and Accessories, Application Software, Automation/Workflow Software, Business Products and Services (B2B)",5.76,5.76,5.76,4,226,127,80,41,212,78,401,Venture Capital
233,18,1,1,199.50,199.50,Later Stage VC,,21.50,Venture Capital,18,17,7,5,12,2,199.5,,199.50,199.50,199.50,1,18,17,6,3,12,2,18,Corporation
234,29,1,2,77.96,7.91,Early Stage VC,8.63,0.13,Venture Capital,23,,,,19,,9,Software,50.00,29.50,9.00,2,21,3,2,,19,5,29,Venture Capital
235,85,1,2,13.00,32.88,Early Stage VC,101.00,96.00,Venture Capital,75,49,25,12,61,9,25,Software,25.00,21.50,21.50,2,74,47,21,9,61,9,85,Venture Capital
236,,1,,120.37,13.59,,,,,,,,,,,,,,13.59,,,,,,,,,,Hedge fund
237,2,1,2,1.50,0.28,Early Stage VC,42.00,12.00,Venture Capital,2,,,,,,,Software,1.50,1.50,1.50,2,,,,,,,2,Venture Capital
238,,1,,26.30,18.00,,,,,,,,,,,,"Capital Markets/Institutions, Commercial Banks, Insurance, Other Financial Services",,18.00,,,,,,,,,,Hedge fund
239,110,1,2,124.00,35.93,Early Stage VC,48.81,13.81,Venture Capital,95,46,30,16,69,10,78.08,"Apparel and Accessories, Capital Markets/Institutions, Commercial Banks, Commercial Products, Commercial Service",78.08,62.54,47.00,2,95,44,26,13,69,10,110,Venture Capital
240,30,1,,115.00,57.76,Early Stage VC,,175.00,Venture Capital,29,16,9,,14,7,63.5,Pharmaceuticals and Biotechnology,63.50,61.53,63.50,,29,13,5,2,14,7,30,Venture Capital
241,17,1,,6.20,0.28,Later Stage VC,,4.20,Venture Capital,13,2,,,7,,3.24,"Application Software, Educational Software, Financial Software, Human Capital Services, Other Information Technolo",3.24,3.24,3.24,,13,2,,,7,5,17,Venture Capital
242,15,1,,71.00,283.30,Later Stage VC,69.38,9.38,Venture Capital,14,11,4,,10,,100,"Agriculture, Beverages, Commercial Transportation, Energy, Food Products",100.00,175.00,100.00,,14,9,2,,10,,15,Impact Investing
243,,1,,120.30,112.10,,,,,,,,,,,,,,112.10,,,,,,,,,,Hedge Fund
244,,1,4,198.50,102.90,,,,,,,,,,,150,"Consulting Services (82B), Other Services (B2C Non-Financial), Real Estate Services (B2C)",150.00,58.16,10.74,4,,,,,,,,Asset Manager
245,,1,,40.00,,,,,,,,,,,,12,,12.00,12.00,12.00,,,,,,,,,Hedge Fund
246,6,1,,248.00,60.00,Early Stage VC,"1,550.00",100.00,Venture Capital,6,6,4,,4,,,,,60.00,,,6,5,3,,4,,6,Asset Manager
247,,1,,210.00,,Later Stage VC,,70.00,Venture Capital,,,,,,,,,,,,,1,1,1,1,1,,1,Hedge fund
248,,1,,55.32,19.72,,,,,,,,,,,,,,19.72,,,,,,,,,,Hedge fund
249,23,1,2,24.10,50.69,Seed Round,,2.00,Venture Capital,8,4,4,,7,11,8.81,"Healthcare Services, Healthcare Technology Systems, Software",15.29,15.29,8.81,2,8,4,3,,7,11,23,Venture Capital
250,,1,,246.55,104.92,,,,,,,,,,,,,,104.92,,,,,,,,,,Asset Manager
251,125,1,5,29.10,7.95,Seed Round,,2.10,Venture Capital,45,22,11,7,55,38,14,"Healthcare, Retail, Software",14.00,9.00,4.85,5,45,20,10,6,55,38,125,Venture Capital
252,63,1,3,116.90,51.33,Buyout/LBO,,,Private Equity,27,,,,24,28,79,"Commercial Products, Commercial Services, Commercial Transportation, Communications and Networking, Compute",79.00,30.80,7.90,3,26,5,3,2,24,28,63,PE/Buyout
253,6,1,,30.00,30.00,Early Stage VC,,5.00,Venture Capital,6,6,6,4,5,,,Information Technology,,30.00,,,6,6,6,4,5,,6,Venture Capital
254,135,1,5,50.00,18.07,Seed Round,,,Venture Capital,75,36,22,11,80,31,2,"Agriculture, Business Produces and Services (B2B), Communications and Networking, Energy, Healthcare Services, IT",120.00,20.00,2.00,5,73,34,13,8,80,31,135,Venture Capital
255,31,1,2,44.02,80.00,Seed Round,,3.60,Venture Capital,27,19,13,8,23,,80,"Commercial Services, IT Services, Software",80.00,60.50,41.00,2,27,19,12,5,23,,31,Venture Capital
256,15,1,,200.00,213.50,Later Stage VC,155.00,30.00,Venture Capital,15,10,7,5,8,,65,Software,65.00,132.50,65.00,,15,10,6,4,8,,15,Venture Capital
257,81,1,,23.00,11.30,Seed Round,,4.80,Venture Capital,63,30,19,9,62,11,13,"Casinos and Gaming, Computer Hardware, Other Business Products and Services, Other Consumer Products and Ser",13.00,11.50,13.00,,62,30,16,7,62,11,81,Venture Capital
258,,1,,135.25,0.00,,,,,,,,,,,3.32,,3.32,3.32,3.32,,,,,,,,,Hedge Fund
259,68,1,,150.00,52.85,Seed Round,,3.93,Venture Capital,39,10,7,,43,7,62.87,"Business Products and Services (B2B), Financial Services, Software",62.87,57.86,62.87,,39,10,7,,43,7,68,Venture Capital
260,,1,,100.00,100.00,Later Stage VC,433.33,49.91,Venture Capital,,,,,,,,"Other Consumer Products. and Services., Other Information Technology, SofDNare",,100.00,,,,1,,,1,,,Hedge Fund
261,17,1,,133.00,21.72,Later Stage VC,,81.21,Venture Capital,,2,,,6,4,26,"Alternative Energy Equipment, Commercial Products, Commercial Services., Energy Services, Other Energy",26.00,23.00,26.00,,5,2,2,,6,4,17,Impact Investing
262,20,1,2,102.00,11.99,Later Stage VC,600.00,140.00,Venture Capital,10,6,4,,9,,50.25,"Building Products, Business/Productivity Software, Commercial Services, Distributors/Wholesale, Food Products, Oth",50.25,40.62,30.99,2,10,6,3,3,9,5,20,PE/Buyout
263,44,1,,21.80,11.69,Later Stage VC,,8.17,Venture Capital,43,15,,4,36,8,21.82,"Containers.and Packaging, Infrastructure, Media and Information Services.(82B), Social/Platform Software",21.82,21.82,21.82,,43,12,5,3,36,8,44,Venture Capital
