email,fm_office_id,postal_code,fm_id,country,phone,city,street_address,web_address,head_office,state,region
False,3593,31 20 305 7530,6744,Western Europe,,Amsterdam,"Wilshire Associates Europe B.V. World Trade Center, Tower H 25th floor, Zuidplein 204",1077 XV,,Netherlands,
False,1178,1 201 984 4899,6744,North America,New Jersey,Jersey City,525 Washington Blvd Suite 2410,07310,,United States,
False,216,1 303 626 7444,6744,North America,Colorado,Broomfield,370 Interlocken Blvd Suite 620,80021,,United States,
False,718,1 412 434 1580,6744,North America,Pennsylvania,Pittsburgh,210 Sixth Avenue Suite 3720,15222,,United States,
False,3118,852 2832 6601,6744,Asia-Pacific,,Hong Kong,Suite 3711 37F Jardine House 1 Connaught Place Central,,,Hong Kong,
False,882,865 126 255 1350,6744,Asia-Pacific,,Jiangsu,"Nison Plaza, No. 205 Suzhou Avenue West, Suite 1902  Suzhou Industrial Park, Suzhou",215021,,China,
False,2772,1 303 626 7444,6744,North America,Colorado,Broomfield,370 Interlocken Boulevard Suite 620,80021,,United States,
True,1668,,19684,North America,Maryland,Chevy Chase,"2 Wisconsin Circle,  7th Floor",20815,www.northbasemedia.com,United States,info@northbasemedia.com
False,3973,,19684,North America,New York,New York,-,,,United States,
False,4095,,19684,North America,California,San Francisco,-,,,United States,
True,1402,1 952 540 4500,13421,North America,Minnesota,Minneapolis,3600 Minnesota Drive Suite 250,55435,www.triple-tree.com,United States,info@ttcapitalpartners.com
False,2769,1 212 407 0700,1740,North America,New York,New York,"850 Third Avenue,  19th Floor",10022,,United States,
True,2611,1 415 288 0544,1740,North America,California,San Francisco,One Maritime Plaza  Sixth Floor,94111,www.hallcapital.com,United States,general.inquiries@hallcapital.com
True,2003,1 801 214 0010,8314,North America,Utah,Salt Lake City,"505 Wakara Way, Suite 215",84108,www.crosscreek.vc,United States,info@crosscreek.vc
True,94,1 435 752 1702,19687,North America,Utah,Logan,"1047 South 100 West, Suite 220",84321,www.adamsinvestmentmanagement.com,United States,adamsteam@adams-wealth.com
True,2051,1 212 804 8025,16699,North America,New York,New York,"10 East 53rd Street,  14th Floor",10022,www.reverencecapital.com,United States,info@reverencecapital.com
True,383,1 212 324 5630,19688,North America,New York,New York,"9 West 57th Street,  33rd Floor",10019,www.orangewoodpartners.com,United States,
True,490,1 646 845 0343,19694,North America,New York,New York,"30 E. 23rd St., 11th Floor",10010,www.jobicap.com,United States,contact@jobicap.com
True,3436,1 817 984 9197,18662,North America,Texas,Fort Worth,"1751 River Run,  Suite 400",76107,www.steelheadcm.com,United States,
True,2464,1 650 688 0818,7980,North America,California,Palo Alto,"505 Hamilton Ave., Suite 207",94301,vivocapital.com,United States,info@vivocapital.com
False,3781,86 2168 88 0039,7980,Asia-Pacific,,Shanghai,"Suite 2504, Hong Yi Plaza No. 288, Jiu Jiang Road Huang Pu District",200001,,China,
False,1883,86 105764 2288,7980,Asia-Pacific,,Beijing,"Suite 1801, West Tower, Twin Towers B12 Jianguomenwai Avenue Chaoyang District",100022,,China,
False,2765,886 2 2378 2268,7980,Asia-Pacific,,Taipei,"Rm B3, 5F, No.335, Sec. 2, Dunhua S. Rd. Daâ€™an District",10669,,Taiwan,
True,4099,1 212 201 5813,19702,North America,New York,New York,"140 East 45th Street, Suite 40A",10017,,United States,
False,1294,49 69 244 339 3000,5588,Western Europe,,Frankfurt,"Frankfurter Welle An der Welle 3, 9th Floor",60322,,Germany,
False,3978,82 2 2191 8000,5588,Asia-Pacific,,Seoul,"Unit 12B, Level 20, Glass Tower 534 Teheran-ro, Gangnam-gu",6181,,South Korea,
False,3515,81 3 5776 6760,5588,Asia-Pacific,,Tokyo,"Atago Green Hills Mori Tower, 37th Floor 2-5-1 Atago, Minato-ku",105-6237,,Japan,
True,3246,1 213 830 6300,5588,North America,California,Los Angeles,333 South Grand Avenue 28th Floor,90071,www.oaktreecapital.com,United States,investorrelations@oaktreecapital.com
False,3043,1 212 284 1900,5588,North America,New York,New York,1301 Avenue of the Americas  34th Floor,10019,,United States,
False,1262,33 1 42 99 15 15,5588,Western Europe,,Paris,"64, rue de Lisbonne",75008,,France,
False,1307,31 20 579 2128,5588,Western Europe,,Amsterdam,Barbara Strozzilaan 201,1083 HN,,Netherlands,
False,3112,352 26 63 25 47 00,5588,Western Europe,,Luxembourg,"26A, boulevard Royal, 7th Floor",L-2449,,Luxembourg,
False,1451,86 10 6535 0208,5588,Asia-Pacific,,Beijing,"Suite 8, 14th Floor China World Office 1 No. 1 Jianguomenwai Ave. Chaoyang District",100004,,China,
False,161,44 20 7201 4600,5588,Western Europe,,London,Verde 10 Bressenden Place,SW1E 5DH,,United Kingdom,
False,587,852 3655 6800,5588,Asia-Pacific,,Hong Kong,"Suite 2001, 20/F, Champion Tower 3 Garden Road Central",,,Hong Kong,
False,3773,65 6305 6550,5588,Asia-Pacific,,Singapore,80 Raffles Place #51-03 UOB Plaza 1,48624,,Singapore,
False,3175,1 203 363 3200,5588,North America,Connecticut,Stamford,680 Washington Blvd. 6th Floor,06901,,United States,
False,1004,86 21 6062 7390,5588,Asia-Pacific,,Shanghai,"Suite 833, Level 8  Shanghai International Finance Centre, Tower 2  No 8 Century Avenue, Pudong,",200120,,China,
False,2604,353 1 662 1301,5588,Western Europe,,Dublin,2nd Floor 27 Merrion Square,2,,Ireland,
False,2771,971 440 19877,5588,Middle East/Africa,,Dubai,"Dubai International Financial Centre, Office 5, The Gate Building, Level 15,",,,United Arab Emirates,
False,1871,612 8278 9248,5588,Asia-Pacific,,Sydney,"Australia Branch Suite 4, Level 27 Governor Macquarie Tower 1 Farrer Place",2000,,Australia,
False,166,1 713 496 9360,5588,North America,Texas,Houston,"9805 Katy Freeway, Suite 950",77024,,United States,
False,762,358 20 1277660,5588,Western Europe,,Helsinki,Life Science Centre Keilaranta 16,Espoo,,Finland,
False,3768,1 310 4420542,5588,North America,California,Los Angeles,"Brentwood 11611 San Vicente Blvd., Suite 700",90049,,United States,
True,882,1 281 407 0686,14412,North America,Texas,Houston,"700 Louisiana Street, Suite 2700",77002,www.cslenergy.com,United States,
True,1422,1 650 740 2164,19707,North America,California,Menlo Park,360 Ambar Way,94025,www.gritventures.com,United States,
True,2785,1 650 814 9469,17487,North America,Texas,Austin,1204 Nueces Street,78701,www.nextcoastventures.com,United States,
False,3779,1 949 335 5000,1780,North America,California,Newport Beach,1111 Bayside Drive Suite 270,92625,,United States,
True,57,1 312 266 7300,1780,North America,Illinois,Chicago,353 N. Clark Street Suite 3500,60654,www.rcpadvisors.com,United States,rcp@rcpadvisors.com
False,1251,,1780,North America,Texas,Dallas,4514 Cole Avenue Suite 1600,75205,,United States,
True,1588,1 646 603 3608,19690,North America,New York,New York,"155 East 44th Street, Suite 2101",10017,www.everside.com,United States,info@everside.com
True,3355,1 617 423 6655,3668,North America,Massachusetts,Boston,Two Financial Center 60 South Street Suite 1100,02111,www.trilliuminvest.com,United States,info@trilliuminvest.com
False,3832,1 415 925 0105,3668,North America,California,San Francisco,160 Spear Street Suite 250,94105,,United States,
False,3459,1 503 953 8340,3668,North America,Oregon,Portland,721 North West Ninth Avenue Suite 250,97209,,United States,
False,2580,1 212 750 7300,6844,North America,New York,New York,245 Park Avenue 44th Floor,10167,,United States,
False,2046,1 214 302 0100,6844,North America,Texas,Dallas,200 Crescent Court Ste. 1425,75201,,United States,
False,204,1 678 538 1900,6844,North America,Georgia,Atlanta,3344 Peachtree Road NE Suite 1950,30326,,United States,
False,1722,1 312 252 7500,6844,North America,Illinois,Chicago,One North Wacker Drive 48th Floor,60606,,United States,
False,1895,1 301 951 6122,6844,North America,Maryland,Bethesda,"2 Bethesda Metro Center Mezzanine Level, Suite 250",20814,,United States,
False,1008,44 20 7434 6400,6844,Western Europe,,London,6th Floor 10 New Burlington Street,W1S 3BE,,United Kingdom,
False,624,33 17039 4150,6844,Western Europe,,Paris,25 Rue Balzac,F-75008,,France,
False,526,46 8 450 39 69,6844,Western Europe,,Stockholm,StrandvÃ¤gen 7A 4th Floor,114 56,,Sweden,
True,836,1 310 201 4100,6844,North America,California,Los Angeles,2000 Avenue of the Stars 12th Floor,90067,www.aresmgmt.com,United States,
False,375,852 3757 9675,6844,Asia-Pacific,,Hong Kong,"16th Floor, 3A Chater Road Central",,,Hong Kong,
False,167,8621 6186 5200,6844,Asia-Pacific,,Shanghai,"Unit 3701, Park Place Office Building 1601 West Nan Jing Road",200040,,China,
False,104,86 28 6553 9965,6844,Asia-Pacific,,Chengdu,"Unit 07, 32/F Yanlord Building No 1 Section 2, Renmin South Road Sichuan",610016,,China,
False,3630,612 9238 2200,6844,Asia-Pacific,,Sydney,MLC Centre Level 56 19-29 Martin Place,2000,,Australia,
False,3416,971 4 401 9115,6844,Middle East/Africa,,Dubai,"Office 53 Gate, Building Level 15, Dubai International Financial Centre",,,United Arab Emirates,
False,2115,1 415 380 0520,6844,North America,California,Mill Valley,591 Redwood Highway Suite 3100,94941,,United States,
False,2512,1 781 292 7000,6844,North America,Massachusetts,Needham,"Three Charles River Place 63 Kendrick Street, Suite 101",02494,,United States,
False,2811,352 285 572200,6844,Western Europe,,Luxembourg,"2, rue Albert Borschette",L-1246,,Luxembourg,
False,188,49 69 97086 3400,6844,Western Europe,,Frankfurt,Taunusanlage 18,60325,,Germany,
True,3706,1 219 819 2002,18357,North America,Illinois,Chicago,33 W Kinzie St,60654,www.m25vc.com,United States,
True,1397,1 713 579 5000,11468,North America,Texas,Houston,2229 San Felipe Street Suite 1300,77019,www.emgtx.com,United States,
False,3831,1 972 432 1800,11468,North America,Texas,Dallas,2000 McKinney Avenue  Suite 1250,75201,,United States,
True,3364,1 212 492 3000,17453,North America,New York,New York,767 5th Avenue 34th Floor,10153,www.rosecliff.com,United States,contact@rosecliffvc.com
True,2291,1 650 283 4402,19713,North America,California,Redwood City,541 Jefferson Avenue,94063,www.motusventures.com,United States,info@motusventures.com
True,3033,1 212 380 0080,15843,North America,New York,New York,"650 Fifth Avenue,  Suite 1420",10019,rhmusicroyaltypartners.com,United States,info@rhmusicroyaltypartners.com
False,3611,,15843,North America,Tennessee,Nashville,1802 Grand Ave,37212,,United States,
False,3557,1 310 428 0859,15843,North America,California,Santa Monica,"1411 5th Street,  Suite 305",90401,,United States,
False,3136,,15843,Western Europe,,London,3 Bridge Approach,NW1 8BD,,United Kingdom,
True,1095,1 646 478 7002,19664,North America,New York,New York,"68 Greene Street,  3rd Floor",10012,www.m3ventures.com,United States,
True,1708,1 312 327 8400,7846,North America,Illinois,Chicago,"351 West Hubbard Street, Suite 600",60654,www.ocaventures.com,United States,
False,3842,1 312 327  8400,7846,North America,California,Palo Alto,"200 Page Mill Road,  Suite 100",94306,,United States,
True,1292,1 617 963 8990,19768,North America,Massachusetts,Cambridge,"44 Brattle Street, 4th Floor",02138,www.miraki.com,United States,investor@miraki.com
True,1361,1 617 266 0030,967,North America,Massachusetts,Boston,"116 Huntington Ave,  9th Floor",02116,www.hlmvp.com,United States,
False,667,55 21 3550 7460,11049,Latin America,,Rio de Janeiro,"Rua Aníbal de Mendonça, 27 – 3º Andar, Ipanema",22410-050,,Brazil,
True,2739,1 202 600 3300,11049,North America,,"Washington, D.C.","600 New Hampshire Ave NW, Suite 1200",20037,www.eigpartners.com,United States,
False,2597,1 713 615 7400,11049,North America,Texas,Houston,Three Allen Center 333 Clay Street Suite 3500,77002,,United States,
False,3725,44 207 399 0910,11049,Western Europe,,London,"20 St. James’s Street, 7th Floor",SW1A 1ES,,United Kingdom,
False,2693,61 2 9338 2100,11049,Asia-Pacific,,Sydney,"Suite 2001, Level 20, Gateway 1 Macquarie Place",2000,,Australia,
False,4010,852 3713 4333,11049,Asia-Pacific,,Hong Kong,Suite 3814-16 38/F Two International Finance Centre 8 Finance Street Central,,,Hong Kong,
False,364,82 2 6137 9595,11049,Asia-Pacific,,Seoul,"45/F Three IFC 10 Gukjegeumyung-ro, Yeongdeungpo-gu",7326,,South Korea,
True,3838,1 212 207 3386,19791,North America,New York,New York,601 Lexington Avenue 55th Floor,10022,www.enhancedhealthcare.com,United States,ehp@enhancedhealthcare.com
False,3143,1 385 365 5609,19791,North America,Utah,Salt Lake City,185 South State Street Suite 1300,84111,,United States,
True,3085,1 515 241 6161,12716,North America,Iowa,Des Moines,"1776 West Lakes Parkway, Suite 400",50266,,United States,
True,1986,1 212 265 6575,7754,North America,New York,New York,45 Rockefeller Center 630 Fifth Avenue Suite 2400,10111,www.riversidecompany.com,United States,
False,2470,322 626 21 21,7754,Western Europe,,Brussels,BVBA Lloyd Georgelaan 7,1000,,Belgium,
False,1628,1 415 348 9560,7754,North America,California,San Francisco,455 Market Street Suite 1520,94105,,United States,
False,3128,1 214 871 9640,7754,North America,Texas,Dallas,3333 Lee Parkway Suite 700,75219-5111,,United States,
False,193,1 216 344 1040,7754,North America,Ohio,Cleveland,Terminal Tower 50 Public Square 29th Floor,44113,,United States,
False,3888,852 3180 2325,7754,Asia-Pacific,,Hong Kong,45/F Lee Garden one 33 Hysan Avenue Causeway Bay,,,Hong Kong,
False,309,34 91 590 1337,7754,Western Europe,,Madrid,Pº de la Castellana nº 140 4A,28046,,Spain,
False,1430,46 8 545 0 3030,7754,Western Europe,,Stockholm,Blasieholmsgatan 4A,111 48,,Sweden,
False,1813,44 203 077 1900,7754,Western Europe,,London,"St. Martin's Courtyard 17 Slingsby Place, 5th Floor",WC2E 9AB,,United Kingdom,
False,839,81 3 5408 1230,7754,Asia-Pacific,,Tokyo,"Level 9, Kamiyacho Prime Place 4-1-17, Toranomon, Minato-ku",105-0001,,Japan,
False,855,352 271729 1,7754,Western Europe,,Luxembourg,2 Place de Paris,L-2314,,Luxembourg,
False,1176,49 89 242 248 90,7754,Western Europe,,Munich,Alter Hof 5,80331,,Germany,
False,318,61 3 8672 2000,7754,Asia-Pacific,,Melbourne,"Level 26, 35 Collins Street",3000,,Australia,
False,2732,65 6589 9430,7754,Asia-Pacific,,Singapore,8 Marina View  Asia Square Tower 1  #15-03,018960,,Singapore,
False,3190,1 310 499 5080,7754,North America,California,Santa Monica,1453 3rd Street Promenade Suite 305,90401,,United States,
False,694,1 617 5716638,7754,North America,Massachusetts,Boston,800 Boylston Street Suite 1600,02199,,United States,
False,2222,44 207 653 6200,18638,Western Europe,,London,11 Charles II Street,SW1Y 4QU,,United Kingdom,
True,1751,1 203 340 7850,18638,North America,Connecticut,Greenwich,20 Horseneck Lane,06830,www.crossoceanpartners.com,United States,ir@crossoceanpartners.com
True,1937,1 415 276 5500,12841,North America,California,San Francisco,1160 Battery Street East  Suite 100,94111,www.azurecap.com,United States,
False,2658,1 415 276 5515,12841,North America,California,Menlo Park,713 Santa Cruz Ave Suite 5,94025,,United States,
False,1078,,12841,North America,,Calgary,2100 - 150 9th Avenue SW,T2P3H9,,Canada,
True,3054,1 512 505 4180,13239,North America,Texas,Austin,"221 West 6th Street, Suite 2000",78701,www.orgroup.com,United States,inquiries@orgroup.com
True,2238,1 415 841 2802,19765,North America,New York,New York,998 C Old Country Road #322 Plainview,11803,www.bedrockcap.com,United States,info@bedrockcap.com
True,3569,1 415 754 3517,19809,North America,California,San Francisco,"357 Tehama Street, Floor 3",94103,www.ecor1cap.com,United States,info@ecor1cap.com
False,1663,1 310 575 1700,5579,North America,California,Los Angeles,11100 Santa Monica Boulevard,90025,,United States,
False,1663,852 2878 7000,5579,Asia-Pacific,,Hong Kong,"Suite 2801, 28th Floor Two Pacific Place 88 Queensway",,,Hong Kong,
False,4050,34 93 200 09 06,5579,Western Europe,,Barcelona,"Pau Casals, 13",08021,,Spain,
False,431,86 10 5706 7000,5579,Asia-Pacific,,Beijing,"Unit 1918, Level 19 China World Tower A No. 1 Jianguomenwai Avenue Chaoyang District",100004,,China,
False,3315,971 4 427 5600,5579,Middle East/Africa,,Dubai,"Dubai International Financial Centre Gate Village, Building 5, Office 206",506564,,United Arab Emirates,
False,1092,35 2 2610 2747,5579,Western Europe,,Luxembourg,"2, Avenue Charles de Gaulle",L-1653,,Luxembourg,
False,3894,39 02 620 04 61,5579,Western Europe,,Milan,Piazza Cavour 2,20121,,Italy,
False,2992,91 22 6647 0800,5579,Asia-Pacific,,Mumbai,"Quadrant 'A', The IL&FS Financial Centre Bandra-Kurla Complex Bandra (East)",400051,,India,
False,2618,49 89 24 44 600,5579,Western Europe,,Munich,Promenadeplatz 8,D-80333,,Germany,
False,2667,1 212 381 4900,5579,North America,New York,New York,520 Madison Avenue,10022,,United States,
False,3275,33 1 53 70 35 20,5579,Western Europe,,Paris,"112, Avenue Kleber",75116,,France,
False,3866,822 2004 8400,5579,Asia-Pacific,,Seoul,"10F, CCMM Building 101, Yeouigongwon-ro, Yeongdeungpo-gu",07241,,South Korea,
